persona_id,condition,trial,accuracy,log_likelihood
1,slider,16,0.8,-0.6926803657412673
1,partial,16,0.76,-0.6926298582876202
1,standard,17,0.64,-0.6925479627727745
1,projected,17,0.78,-0.6927639168956751
1,slider,17,0.8,-0.6926419662381142
1,partial,17,0.8,-0.692594703608091
1,standard,18,0.66,-0.6925002786396568
1,projected,18,0.82,-0.6927702633736169
1,slider,18,0.8,-0.6926332579677837
1,partial,18,0.78,-0.6925664535357983
1,standard,19,0.66,-0.6924223318645395
1,projected,19,0.82,-0.6927436352062337
1,slider,19,0.8,-0.6925824566445165
1,partial,19,0.78,-0.6925020639053734
1,standard,20,0.66,-0.6923759554619028
1,projected,20,0.82,-0.6927526246223715
1,slider,20,0.8,-0.6925770164176879
1,partial,20,0.76,-0.6924761261379837
1,standard,21,0.7,-0.6923010719554867
1,projected,21,0.8,-0.6927421224322643
1,slider,21,0.78,-0.6925663860198706
1,partial,21,0.76,-0.6924333811547561
1,standard,22,0.7,-0.6922296218410194
1,projected,22,0.8,-0.6927037529985047
1,slider,22,0.78,-0.6925251671162787
1,partial,22,0.8,-0.6923769957153791
1,standard,23,0.72,-0.6922508080394296
1,projected,23,0.78,-0.6927042497105436
1,slider,23,0.78,-0.6925222866750207
1,partial,23,0.76,-0.6923861345628695
1,standard,24,0.74,-0.6921796627496467
1,projected,24,0.76,-0.6926658922954977
1,slider,24,0.78,-0.6924810820690389
1,partial,24,0.8,-0.6923298614968819
1,standard,25,0.76,-0.6921735538939429
1,projected,25,0.76,-0.6926657710187974
1,slider,25,0.78,-0.6924806782184334
1,partial,25,0.84,-0.692326644901302
1,standard,26,0.78,-0.6921565644842416
1,projected,26,0.76,-0.6926239041385404
1,slider,26,0.78,-0.6924448604070765
1,partial,26,0.82,-0.6923002477169109
1,standard,27,0.74,-0.6921474623266556
1,projected,27,0.8,-0.6926264359767562
1,slider,27,0.8,-0.6924466128865581
1,partial,27,0.84,-0.692296548961129
1,standard,28,0.76,-0.6920528415457359
1,projected,28,0.78,-0.6925980995769778
1,slider,28,0.8,-0.6924153980926587
1,partial,28,0.82,-0.6922336344920503
1,standard,29,0.78,-0.6919050536757922
1,projected,29,0.8,-0.6925545287282889
1,slider,29,0.8,-0.6923714344280079
1,partial,29,0.8,-0.6921376423418509
1,standard,30,0.78,-0.6919318570522036
1,projected,30,0.76,-0.6925616670990188
1,slider,30,0.8,-0.6923942933066403
1,partial,30,0.76,-0.6921624920023881
1,standard,31,0.78,-0.6918351905783413
1,projected,31,0.78,-0.6925193723200865
1,slider,31,0.78,-0.6923466775584811
1,partial,31,0.8,-0.6920903059878016
1,standard,32,0.74,-0.6918210417634779
1,projected,32,0.78,-0.6925098657347613
1,slider,32,0.78,-0.692333567714587
1,partial,32,0.78,-0.6920766530143679
1,standard,33,0.76,-0.6918316832000432
1,projected,33,0.78,-0.6925114929903138
1,slider,33,0.78,-0.6922979577396707
1,partial,33,0.76,-0.6920641338047399
1,standard,34,0.74,-0.6917738864357469
1,projected,34,0.78,-0.6925024515354954
1,slider,34,0.78,-0.692245191857461
1,partial,34,0.76,-0.6920088071761993
1,standard,35,0.78,-0.6916637560535389
1,projected,35,0.78,-0.6924606695080103
1,slider,35,0.78,-0.6922130638233693
1,partial,35,0.76,-0.691937659161039
1,standard,36,0.78,-0.691589589112169
1,projected,36,0.78,-0.6924153449977891
1,slider,36,0.78,-0.6921679000186595
1,partial,36,0.76,-0.691877951321912
1,standard,37,0.76,-0.691603721152855
1,projected,37,0.78,-0.6924031383677359
1,slider,37,0.78,-0.6921416696276667
1,partial,37,0.8,-0.6918718868866546
1,standard,38,0.72,-0.6915080707736871
1,projected,38,0.78,-0.6923835128034738
1,slider,38,0.78,-0.692117500585879
1,partial,38,0.84,-0.691811963640617
1,standard,39,0.72,-0.6914518928870795
1,projected,39,0.78,-0.6923470906060354
1,slider,39,0.78,-0.6920774251815495
1,partial,39,0.8,-0.6917637988199474
1,standard,40,0.72,-0.6913805404681493
1,projected,40,0.8,-0.6922829117078575
1,slider,40,0.78,-0.6920085581451744
1,partial,40,0.78,-0.6916936882698737
1,standard,41,0.72,-0.6912911079957849
1,projected,41,0.8,-0.6922510337132037
1,slider,41,0.78,-0.6919742503607468
1,partial,41,0.78,-0.6916317176075759
1,standard,42,0.7,-0.6913436706338848
1,projected,42,0.8,-0.6922683227243914
1,slider,42,0.8,-0.6919456201849612
1,partial,42,0.78,-0.6916436458693928
