condition,lambda,gamma,alpha,test_ll_std,test_ll_part,test_ll_blend,test_acc_std,test_acc_part,test_acc_blend,delta_ll,delta_acc,n_obs
choice_only,0.01,0.5,0.0,-0.6926096445676121,-0.6426212821812662,-0.6519531874436474,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04065645712396476,0.004838709677419352,62
choice_only,0.01,0.5,0.25,-0.6926096445676121,-0.6426212821812662,-0.6519531874436474,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04065645712396476,0.004838709677419352,62
choice_only,0.01,0.5,0.5,-0.6926096445676121,-0.6426212821812662,-0.6519531874436474,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04065645712396476,0.004838709677419352,62
choice_only,0.01,0.5,0.75,-0.6926096445676121,-0.6426212821812662,-0.6519531874436474,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04065645712396476,0.004838709677419352,62
choice_only,0.01,0.5,1.0,-0.6926096445676121,-0.6426212821812662,-0.6519531874436474,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04065645712396476,0.004838709677419352,62
choice_only,0.01,0.75,0.0,-0.6926096445676121,-0.6426212821812662,-0.6438759082267657,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04873373634084642,0.004838709677419352,62
choice_only,0.01,0.75,0.25,-0.6926096445676121,-0.6426212821812662,-0.6438759082267657,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04873373634084642,0.004838709677419352,62
choice_only,0.01,0.75,0.5,-0.6926096445676121,-0.6426212821812662,-0.6438759082267657,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04873373634084642,0.004838709677419352,62
choice_only,0.01,0.75,0.75,-0.6926096445676121,-0.6426212821812662,-0.6438759082267657,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04873373634084642,0.004838709677419352,62
choice_only,0.01,0.75,1.0,-0.6926096445676121,-0.6426212821812662,-0.6438759082267657,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.04873373634084642,0.004838709677419352,62
choice_only,0.01,1.0,0.0,-0.6926096445676121,-0.6426212821812662,-0.6426212821812662,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.049988362386345915,0.004838709677419352,62
choice_only,0.01,1.0,0.25,-0.6926096445676121,-0.6426212821812662,-0.6426212821812662,0.6177419354838709,0.6225806451612903,0.6225806451612903,0.049988362386345915,0.004838709677419352,62
