persona_id,condition,trial,accuracy,log_likelihood
0,slider,29,0.52,-2.107536203562705
0,partial,29,0.68,-0.8719459039992503
0,standard,30,0.72,-0.9038271660037782
0,projected,30,0.74,-0.5322672175040495
0,slider,30,0.48,-2.1004580733608065
0,partial,30,0.72,-0.8198639658480705
0,standard,31,0.72,-0.9036053913106435
0,projected,31,0.76,-0.5128609508385998
0,slider,31,0.5,-2.0865510785882715
0,partial,31,0.72,-0.8063327664571805
0,standard,32,0.72,-0.903619521037535
0,projected,32,0.74,-0.5192585649037063
0,slider,32,0.56,-1.708827491754925
0,partial,32,0.72,-0.8064823608906857
0,standard,33,0.72,-0.8943894523852126
0,projected,33,0.7,-0.5116508018639851
0,slider,33,0.54,-1.5379536460501573
0,partial,33,0.68,-0.7837740235225908
0,standard,34,0.72,-0.894817132383184
0,projected,34,0.76,-0.5018373185890566
0,slider,34,0.54,-1.5428436342250462
0,partial,34,0.68,-0.787433079912859
0,standard,35,0.74,-0.8146664732295038
0,projected,35,0.72,-0.49611269265420804
0,slider,35,0.54,-1.5532704603838297
0,partial,35,0.7,-0.7678462351644161
0,standard,36,0.7,-0.8268036565075961
0,projected,36,0.74,-0.5220139968251788
0,slider,36,0.54,-1.5523009526257971
0,partial,36,0.68,-0.7437371985332735
0,standard,37,0.66,-0.9528701136881652
0,projected,37,0.72,-0.5161918805749525
0,slider,37,0.58,-1.6124360617611515
0,partial,37,0.64,-0.8150342658139604
0,standard,38,0.66,-0.9528924618453415
0,projected,38,0.66,-0.6103575935137178
0,slider,38,0.56,-1.6011456182397925
0,partial,38,0.64,-0.8161514114098191
0,standard,39,0.64,-1.0005457373111746
0,projected,39,0.66,-0.6376965944741538
0,slider,39,0.58,-1.6162421901871813
0,partial,39,0.64,-0.8525775948677662
0,standard,40,0.64,-1.000779588329482
0,projected,40,0.64,-0.6344416064409528
0,slider,40,0.58,-1.6637880055176106
0,partial,40,0.64,-0.8538106837036699
0,standard,41,0.64,-1.0007237951522814
0,projected,41,0.66,-0.5518376931633262
0,slider,41,0.58,-1.6642175057196509
0,partial,41,0.64,-0.8520789828856171
0,standard,42,0.64,-1.0007752525324134
0,projected,42,0.68,-0.5634929521769181
0,slider,42,0.56,-1.9291827219221327
0,partial,42,0.64,-0.8563352227608395
0,standard,43,0.64,-1.000192552535295
0,projected,43,0.7,-0.5710897241403271
0,slider,43,0.48,-1.817321780430316
0,partial,43,0.64,-0.8318011446415102
0,standard,44,0.68,-0.9113124624319725
0,projected,44,0.74,-0.5130201665694367
0,slider,44,0.52,-1.4133384310072123
0,partial,44,0.68,-0.6586913116733321
0,standard,45,0.74,-0.7214359302327317
0,projected,45,0.74,-0.5025513478851551
0,slider,45,0.56,-1.6381686893668352
0,partial,45,0.72,-0.60726969325257
0,standard,46,0.7,-0.7777526594308778
0,projected,46,0.7,-0.6239526238806247
