lambda,scale,alpha,qualtrics_id,fold,n_test,test_acc,test_ll
1.0,1.5,0.5,R_7QAkOtO6FETwKSv,2,4,0.5,-0.6969896009209785
1.0,1.5,0.5,R_7QAkOtO6FETwKSv,3,4,0.5,-0.695125903099837
1.0,1.5,0.5,R_7QAkOtO6FETwKSv,4,4,0.75,-0.6928438704948894
1.0,1.5,0.75,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6967975309141692
1.0,1.5,0.75,R_5EfMjMbx1z8Kvhl,1,4,0.5,-0.6934231516641077
1.0,1.5,0.75,R_5EfMjMbx1z8Kvhl,2,4,0.5,-0.6892652282377875
1.0,1.5,0.75,R_5EfMjMbx1z8Kvhl,3,4,0.75,-0.6886936717441836
1.0,1.5,0.75,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6916000586947418
1.0,1.5,0.75,R_56aT1YjmRtKACUH,0,4,0.75,-0.6882752051654577
1.0,1.5,0.75,R_56aT1YjmRtKACUH,1,4,0.25,-0.700470882039901
1.0,1.5,0.75,R_56aT1YjmRtKACUH,2,4,0.5,-0.6931639888409652
1.0,1.5,0.75,R_56aT1YjmRtKACUH,3,4,0.5,-0.6911386111801084
1.0,1.5,0.75,R_56aT1YjmRtKACUH,4,4,0.5,-0.6947826430699324
1.0,1.5,0.75,R_3HS2lsaEfcZSuXu,0,4,0.25,-0.6898815074355842
1.0,1.5,0.75,R_3HS2lsaEfcZSuXu,1,4,0.25,-0.6989797185074313
1.0,1.5,0.75,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.6936039498603541
1.0,1.5,0.75,R_3HS2lsaEfcZSuXu,3,4,1.0,-0.6874587648956393
1.0,1.5,0.75,R_3HS2lsaEfcZSuXu,4,4,1.0,-0.6866865811561726
1.0,1.5,0.75,R_6HoVfVJSFl7IrlL,0,4,0.75,-0.6902495072259437
1.0,1.5,0.75,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.691065565887466
1.0,1.5,0.75,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.6951591798154018
1.0,1.5,0.75,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6879853596482163
1.0,1.5,0.75,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6880091059898246
1.0,1.5,0.75,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.6947148710681944
1.0,1.5,0.75,R_5Q5TZ5csoblHSvA,1,4,0.5,-0.6932298453850714
1.0,1.5,0.75,R_5Q5TZ5csoblHSvA,2,4,0.25,-0.6961312633437462
1.0,1.5,0.75,R_5Q5TZ5csoblHSvA,3,4,0.5,-0.6941519904285374
1.0,1.5,0.75,R_5Q5TZ5csoblHSvA,4,4,0.25,-0.6937708170350115
1.0,1.5,0.75,R_18H831wJaDlPwgg,0,4,0.5,-0.6910601771803657
1.0,1.5,0.75,R_18H831wJaDlPwgg,1,4,1.0,-0.6777352978835176
1.0,1.5,0.75,R_18H831wJaDlPwgg,2,4,0.5,-0.681526514175196
1.0,1.5,0.75,R_18H831wJaDlPwgg,3,4,0.75,-0.6812131230946865
1.0,1.5,0.75,R_18H831wJaDlPwgg,4,4,1.0,-0.6764107737811111
1.0,1.5,0.75,R_12mMAseFwoOpgqC,0,4,0.5,-0.6936419028623642
1.0,1.5,0.75,R_12mMAseFwoOpgqC,1,4,0.75,-0.6873073750104652
1.0,1.5,0.75,R_12mMAseFwoOpgqC,2,4,0.5,-0.6956221284369708
1.0,1.5,0.75,R_12mMAseFwoOpgqC,3,4,0.75,-0.6921141737427171
1.0,1.5,0.75,R_12mMAseFwoOpgqC,4,4,0.75,-0.689925660037713
1.0,1.5,0.75,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6856642863601337
1.0,1.5,0.75,R_7ojvA7NDI10RoKR,1,5,1.0,-0.6871730841822459
1.0,1.5,0.75,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6882432599279957
1.0,1.5,0.75,R_7ojvA7NDI10RoKR,3,5,0.6,-0.6889495469835479
1.0,1.5,0.75,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.6951291898890001
1.0,1.5,0.75,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6900397414719284
1.0,1.5,0.75,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.6897716259764093
1.0,1.5,0.75,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.689080546891943
1.0,1.5,0.75,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6849648345393111
1.0,1.5,0.75,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.6959366219882545
1.0,1.5,0.75,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.6982969863212695
1.0,1.5,0.75,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.6957741644903819
1.0,1.5,0.75,R_7f9o7q4AZOoP4ot,3,4,0.5,-0.6958078036635
1.0,1.5,0.75,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7019877422910704
1.0,1.5,0.75,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.693776880680862
1.0,1.5,0.75,R_1WHYlcDjJDcnUfD,1,4,0.25,-0.6949395855569893
1.0,1.5,0.75,R_1WHYlcDjJDcnUfD,2,4,0.5,-0.6917310103466706
1.0,1.5,0.75,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.697457494184044
1.0,1.5,0.75,R_1WHYlcDjJDcnUfD,4,4,1.0,-0.6903894903205279
1.0,1.5,0.75,R_6Q0gBjey6IdfZpf,0,4,0.5,-0.6888785074130319
1.0,1.5,0.75,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6840570772185726
1.0,1.5,0.75,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6842294219359124
1.0,1.5,0.75,R_6Q0gBjey6IdfZpf,3,4,0.5,-0.6921936962320813
1.0,1.5,0.75,R_6Q0gBjey6IdfZpf,4,4,0.75,-0.686646691690557
1.0,1.5,0.75,R_1wzohnjOPhN82Wd,0,4,0.75,-0.6915643596247385
1.0,1.5,0.75,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6859153611944881
1.0,1.5,0.75,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6783303148544866
1.0,1.5,0.75,R_1wzohnjOPhN82Wd,3,4,1.0,-0.6825062629629375
1.0,1.5,0.75,R_1wzohnjOPhN82Wd,4,4,0.5,-0.6918939593010354
1.0,1.5,0.75,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.6949795257177849
1.0,1.5,0.75,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6880022567946186
1.0,1.5,0.75,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6869379875915901
1.0,1.5,0.75,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6841189582503409
1.0,1.5,0.75,R_70kbQcqJL4Tkq6B,4,4,0.75,-0.6870035659683341
1.0,1.5,0.75,R_6rftRMhNP0o6boD,0,4,0.75,-0.68312219290839
1.0,1.5,0.75,R_6rftRMhNP0o6boD,1,4,0.25,-0.6957459164595007
1.0,1.5,0.75,R_6rftRMhNP0o6boD,2,4,0.25,-0.697280845603082
1.0,1.5,0.75,R_6rftRMhNP0o6boD,3,4,0.75,-0.6875152123479994
1.0,1.5,0.75,R_6rftRMhNP0o6boD,4,4,0.75,-0.6860690295822667
1.0,1.5,0.75,R_6jv2PrGBJcO4of6,0,4,0.75,-0.6937754377966717
1.0,1.5,0.75,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6933876899259374
1.0,1.5,0.75,R_6jv2PrGBJcO4of6,2,4,0.5,-0.6950837714823229
1.0,1.5,0.75,R_6jv2PrGBJcO4of6,3,4,0.5,-0.6900035506848594
1.0,1.5,0.75,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7060397946547683
1.0,1.5,0.75,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.6746082650431928
1.0,1.5,0.75,R_1dHqTtKKq3yQvmX,1,4,0.75,-0.6710025400658282
1.0,1.5,0.75,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6796175548434487
1.0,1.5,0.75,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6827361320302126
1.0,1.5,0.75,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.6738800175266493
1.0,1.5,0.75,R_1P81VK8fH860C4V,0,4,1.0,-0.6833002155654282
1.0,1.5,0.75,R_1P81VK8fH860C4V,1,4,0.75,-0.6834344487293236
1.0,1.5,0.75,R_1P81VK8fH860C4V,2,4,0.75,-0.6794621802282631
1.0,1.5,0.75,R_1P81VK8fH860C4V,3,4,0.5,-0.6902733076098944
1.0,1.5,0.75,R_1P81VK8fH860C4V,4,4,0.75,-0.6826988918414363
1.0,1.5,0.75,R_7go085j249AymBb,0,4,0.75,-0.6831957979261312
1.0,1.5,0.75,R_7go085j249AymBb,1,4,1.0,-0.6793681121664956
1.0,1.5,0.75,R_7go085j249AymBb,2,4,1.0,-0.6802540194380948
1.0,1.5,0.75,R_7go085j249AymBb,3,4,0.75,-0.6796456909580574
1.0,1.5,0.75,R_7go085j249AymBb,4,4,0.5,-0.69283276235873
1.0,1.5,0.75,R_6xzSCFMWRhzZIRg,0,4,0.5,-0.6882934001400572
1.0,1.5,0.75,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6838423300740042
1.0,1.5,0.75,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6867345583522299
1.0,1.5,0.75,R_6xzSCFMWRhzZIRg,3,4,0.25,-0.6974403596202506
1.0,1.5,0.75,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6858267890482109
1.0,1.5,0.75,R_5EychZPB1u00qZH,0,4,0.75,-0.6844708977950493
1.0,1.5,0.75,R_5EychZPB1u00qZH,1,4,0.75,-0.6830330320125557
1.0,1.5,0.75,R_5EychZPB1u00qZH,2,4,1.0,-0.6846940687946824
1.0,1.5,0.75,R_5EychZPB1u00qZH,3,4,1.0,-0.6822259368094558
1.0,1.5,0.75,R_5EychZPB1u00qZH,4,4,0.25,-0.6950653638389128
1.0,1.5,0.75,R_59glCvaBnt5WTU6,0,4,0.5,-0.6951732831487842
1.0,1.5,0.75,R_59glCvaBnt5WTU6,1,4,1.0,-0.6882572820202499
1.0,1.5,0.75,R_59glCvaBnt5WTU6,2,4,1.0,-0.6869819655033585
1.0,1.5,0.75,R_59glCvaBnt5WTU6,3,4,0.5,-0.6869300201836046
1.0,1.5,0.75,R_59glCvaBnt5WTU6,4,4,0.5,-0.6906969961593259
1.0,1.5,0.75,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6851270774577705
1.0,1.5,0.75,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.6981304557457368
1.0,1.5,0.75,R_1nBL27EvLs0Bkk4,2,4,0.75,-0.6878264326600474
1.0,1.5,0.75,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6893445548564254
1.0,1.5,0.75,R_1nBL27EvLs0Bkk4,4,4,0.75,-0.6886150598276486
1.0,1.5,0.75,R_6FsUQnzEYAQwtwa,0,4,0.5,-0.6934644772517398
1.0,1.5,0.75,R_6FsUQnzEYAQwtwa,1,4,0.5,-0.6921257434521978
1.0,1.5,0.75,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6882693271197083
1.0,1.5,0.75,R_6FsUQnzEYAQwtwa,3,4,0.25,-0.7001028301975794
1.0,1.5,0.75,R_6FsUQnzEYAQwtwa,4,4,0.25,-0.6920120932990378
1.0,1.5,0.75,R_5pX1jjp1Yu1RSN7,0,4,0.75,-0.6825657643103136
1.0,1.5,0.75,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.6821486591796176
1.0,1.5,0.75,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.6802800092326907
1.0,1.5,0.75,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6908146760577727
1.0,1.5,0.75,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.7062162206595151
1.0,1.5,0.75,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.6700133023015586
1.0,1.5,0.75,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.6793170474808343
1.0,1.5,0.75,R_5DY1mtPtJpWz8WC,2,5,1.0,-0.6826544130945422
1.0,1.5,0.75,R_5DY1mtPtJpWz8WC,3,5,1.0,-0.6783497679078845
1.0,1.5,0.75,R_1PN3SGDWOMibPAh,0,4,0.75,-0.6894080800383915
1.0,1.5,0.75,R_1PN3SGDWOMibPAh,1,4,0.75,-0.6921068415147593
1.0,1.5,0.75,R_1PN3SGDWOMibPAh,2,4,0.75,-0.687125309764376
1.0,1.5,0.75,R_1PN3SGDWOMibPAh,3,4,0.75,-0.6848327445013322
1.0,1.5,0.75,R_1PN3SGDWOMibPAh,4,4,0.75,-0.6891468393386543
1.0,1.5,0.75,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6864050733411237
1.0,1.5,0.75,R_3SrBXsc2uYrsSZz,1,4,0.75,-0.6934722075116825
1.0,1.5,0.75,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.6946169255838403
1.0,1.5,0.75,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.6838910201960045
1.0,1.5,0.75,R_3SrBXsc2uYrsSZz,4,4,0.75,-0.6854825841747635
1.0,1.5,0.75,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.6772853584019353
1.0,1.5,0.75,R_7rNeEq8TvAxjqdL,1,4,0.5,-0.6870056046666069
1.0,1.5,0.75,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.6814324573322326
1.0,1.5,0.75,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6914080902286112
1.0,1.5,0.75,R_7rNeEq8TvAxjqdL,4,4,1.0,-0.6814063782468867
1.0,1.5,0.75,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7001258871694943
1.0,1.5,0.75,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6906448816148676
1.0,1.5,0.75,R_7QAkOtO6FETwKSv,2,4,0.5,-0.6975365798557088
1.0,1.5,0.75,R_7QAkOtO6FETwKSv,3,4,0.5,-0.6956618622880127
1.0,1.5,0.75,R_7QAkOtO6FETwKSv,4,4,0.75,-0.6924908758435486
1.0,1.5,1.0,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6984453813704066
1.0,1.5,1.0,R_5EfMjMbx1z8Kvhl,1,4,0.5,-0.6948720444635482
1.0,1.5,1.0,R_5EfMjMbx1z8Kvhl,2,4,0.75,-0.6887699667076101
1.0,1.5,1.0,R_5EfMjMbx1z8Kvhl,3,4,0.75,-0.689835813618672
1.0,1.5,1.0,R_5EfMjMbx1z8Kvhl,4,4,0.5,-0.6937556474567114
1.0,1.5,1.0,R_56aT1YjmRtKACUH,0,4,0.75,-0.6871388224331832
1.0,1.5,1.0,R_56aT1YjmRtKACUH,1,4,0.25,-0.7007426429066856
1.0,1.5,1.0,R_56aT1YjmRtKACUH,2,4,0.5,-0.6941191700976782
1.0,1.5,1.0,R_56aT1YjmRtKACUH,3,4,0.5,-0.6912937048654013
1.0,1.5,1.0,R_56aT1YjmRtKACUH,4,4,0.5,-0.6949649680004091
1.0,1.5,1.0,R_3HS2lsaEfcZSuXu,0,4,0.25,-0.6906335169173562
1.0,1.5,1.0,R_3HS2lsaEfcZSuXu,1,4,0.25,-0.6996196960292625
1.0,1.5,1.0,R_3HS2lsaEfcZSuXu,2,4,0.75,-0.6937838251578564
1.0,1.5,1.0,R_3HS2lsaEfcZSuXu,3,4,1.0,-0.687267777143582
1.0,1.5,1.0,R_3HS2lsaEfcZSuXu,4,4,1.0,-0.6864673867913813
1.0,1.5,1.0,R_6HoVfVJSFl7IrlL,0,4,0.75,-0.6897791323700312
1.0,1.5,1.0,R_6HoVfVJSFl7IrlL,1,4,0.5,-0.6929684725574534
1.0,1.5,1.0,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.6950030440338052
1.0,1.5,1.0,R_6HoVfVJSFl7IrlL,3,4,0.75,-0.6882069811910299
1.0,1.5,1.0,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6888929125567299
1.0,1.5,1.0,R_5Q5TZ5csoblHSvA,0,4,0.5,-0.6941685400538137
1.0,1.5,1.0,R_5Q5TZ5csoblHSvA,1,4,0.5,-0.6935832139113912
1.0,1.5,1.0,R_5Q5TZ5csoblHSvA,2,4,0.25,-0.6978026149325538
1.0,1.5,1.0,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.6942267449296646
1.0,1.5,1.0,R_5Q5TZ5csoblHSvA,4,4,0.25,-0.6946017906216793
1.0,1.5,1.0,R_18H831wJaDlPwgg,0,4,0.5,-0.6921224483679649
1.0,1.5,1.0,R_18H831wJaDlPwgg,1,4,1.0,-0.6777294097380531
1.0,1.5,1.0,R_18H831wJaDlPwgg,2,4,0.5,-0.6816400014232706
1.0,1.5,1.0,R_18H831wJaDlPwgg,3,4,0.75,-0.684681772807586
1.0,1.5,1.0,R_18H831wJaDlPwgg,4,4,1.0,-0.6772338285767269
1.0,1.5,1.0,R_12mMAseFwoOpgqC,0,4,0.5,-0.6953028927058957
1.0,1.5,1.0,R_12mMAseFwoOpgqC,1,4,0.75,-0.6869964573566949
1.0,1.5,1.0,R_12mMAseFwoOpgqC,2,4,0.5,-0.696354008340871
1.0,1.5,1.0,R_12mMAseFwoOpgqC,3,4,0.75,-0.6923013305495358
1.0,1.5,1.0,R_12mMAseFwoOpgqC,4,4,0.75,-0.6906983378237467
1.0,1.5,1.0,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6854495828137361
1.0,1.5,1.0,R_7ojvA7NDI10RoKR,1,5,0.8,-0.6883107542282966
1.0,1.5,1.0,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6891595600015237
1.0,1.5,1.0,R_7ojvA7NDI10RoKR,3,5,0.4,-0.6910923360472878
1.0,1.5,1.0,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.6938429322673967
1.0,1.5,1.0,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6891195187556797
1.0,1.5,1.0,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.6893875947677105
1.0,1.5,1.0,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6886186412163144
1.0,1.5,1.0,R_5gbXjT8uFYXCo7E,4,4,0.5,-0.683541328378768
1.0,1.5,1.0,R_7f9o7q4AZOoP4ot,0,4,0.25,-0.6968786402283247
1.0,1.5,1.0,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.6985468632513911
1.0,1.5,1.0,R_7f9o7q4AZOoP4ot,2,4,0.5,-0.695488818715866
1.0,1.5,1.0,R_7f9o7q4AZOoP4ot,3,4,0.5,-0.6958402609274573
1.0,1.5,1.0,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7028905187749531
1.0,1.5,1.0,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.6937696372791875
1.0,1.5,1.0,R_1WHYlcDjJDcnUfD,1,4,0.0,-0.6959259176264871
1.0,1.5,1.0,R_1WHYlcDjJDcnUfD,2,4,0.5,-0.6914404859199152
1.0,1.5,1.0,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.6977887344827759
1.0,1.5,1.0,R_1WHYlcDjJDcnUfD,4,4,1.0,-0.6890534056809183
1.0,1.5,1.0,R_6Q0gBjey6IdfZpf,0,4,0.5,-0.6898474540426777
1.0,1.5,1.0,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6835529799461743
1.0,1.5,1.0,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6836841139737133
1.0,1.5,1.0,R_6Q0gBjey6IdfZpf,3,4,0.5,-0.6929412478248864
1.0,1.5,1.0,R_6Q0gBjey6IdfZpf,4,4,1.0,-0.6873002174720322
1.0,1.5,1.0,R_1wzohnjOPhN82Wd,0,4,0.75,-0.6928484696514263
1.0,1.5,1.0,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6860196122782491
1.0,1.5,1.0,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6769026310963198
1.0,1.5,1.0,R_1wzohnjOPhN82Wd,3,4,1.0,-0.6817345461408131
1.0,1.5,1.0,R_1wzohnjOPhN82Wd,4,4,0.5,-0.6903974131744889
1.0,1.5,1.0,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.6947557195360984
1.0,1.5,1.0,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6863654871420999
1.0,1.5,1.0,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6879306969733665
1.0,1.5,1.0,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6835272107118218
1.0,1.5,1.0,R_70kbQcqJL4Tkq6B,4,4,0.75,-0.6882567933567258
1.0,1.5,1.0,R_6rftRMhNP0o6boD,0,4,1.0,-0.6812305822334663
1.0,1.5,1.0,R_6rftRMhNP0o6boD,1,4,0.25,-0.6969303467657513
1.0,1.5,1.0,R_6rftRMhNP0o6boD,2,4,0.25,-0.6976679218559128
1.0,1.5,1.0,R_6rftRMhNP0o6boD,3,4,0.75,-0.6882631426733723
1.0,1.5,1.0,R_6rftRMhNP0o6boD,4,4,0.75,-0.6867134437335213
1.0,1.5,1.0,R_6jv2PrGBJcO4of6,0,4,0.75,-0.6966391301332696
1.0,1.5,1.0,R_6jv2PrGBJcO4of6,1,4,0.75,-0.6962846907811798
1.0,1.5,1.0,R_6jv2PrGBJcO4of6,2,4,0.5,-0.6962916988169036
1.0,1.5,1.0,R_6jv2PrGBJcO4of6,3,4,0.5,-0.6915758767430074
1.0,1.5,1.0,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7066004888645218
1.0,1.5,1.0,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.6754221856284441
1.0,1.5,1.0,R_1dHqTtKKq3yQvmX,1,4,0.75,-0.6700618764172275
1.0,1.5,1.0,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6797839088303829
1.0,1.5,1.0,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6831091513129351
1.0,1.5,1.0,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.6750757654716109
1.0,1.5,1.0,R_1P81VK8fH860C4V,0,4,1.0,-0.6829487391447602
1.0,1.5,1.0,R_1P81VK8fH860C4V,1,4,0.75,-0.6849049414453003
1.0,1.5,1.0,R_1P81VK8fH860C4V,2,4,0.75,-0.6776292641866
1.0,1.5,1.0,R_1P81VK8fH860C4V,3,4,0.5,-0.6896529701614262
1.0,1.5,1.0,R_1P81VK8fH860C4V,4,4,0.75,-0.6837671005712402
1.0,1.5,1.0,R_7go085j249AymBb,0,4,0.75,-0.682818852322677
1.0,1.5,1.0,R_7go085j249AymBb,1,4,1.0,-0.6783527555770533
1.0,1.5,1.0,R_7go085j249AymBb,2,4,1.0,-0.6797045426933115
1.0,1.5,1.0,R_7go085j249AymBb,3,4,0.75,-0.6780262807978366
1.0,1.5,1.0,R_7go085j249AymBb,4,4,0.5,-0.6929567976078225
1.0,1.5,1.0,R_6xzSCFMWRhzZIRg,0,4,0.75,-0.6873525308672604
1.0,1.5,1.0,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6821579932243715
1.0,1.5,1.0,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6860018234914897
1.0,1.5,1.0,R_6xzSCFMWRhzZIRg,3,4,0.25,-0.7008441948247709
1.0,1.5,1.0,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6847377997964849
1.0,1.5,1.0,R_5EychZPB1u00qZH,0,4,0.75,-0.6855674890756688
1.0,1.5,1.0,R_5EychZPB1u00qZH,1,4,0.75,-0.6817192129943296
1.0,1.5,1.0,R_5EychZPB1u00qZH,2,4,0.75,-0.6849979699440167
1.0,1.5,1.0,R_5EychZPB1u00qZH,3,4,1.0,-0.6823905947641832
1.0,1.5,1.0,R_5EychZPB1u00qZH,4,4,0.25,-0.694901249934539
1.0,1.5,1.0,R_59glCvaBnt5WTU6,0,4,0.5,-0.6955500418258587
1.0,1.5,1.0,R_59glCvaBnt5WTU6,1,4,0.75,-0.6890190099166231
1.0,1.5,1.0,R_59glCvaBnt5WTU6,2,4,1.0,-0.6875301363535715
1.0,1.5,1.0,R_59glCvaBnt5WTU6,3,4,0.5,-0.68686626507123
1.0,1.5,1.0,R_59glCvaBnt5WTU6,4,4,0.5,-0.6911017684571751
1.0,1.5,1.0,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6848940988351043
1.0,1.5,1.0,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.6980038171794769
1.0,1.5,1.0,R_1nBL27EvLs0Bkk4,2,4,0.75,-0.6891969259032997
1.0,1.5,1.0,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6899499730068699
1.0,1.5,1.0,R_1nBL27EvLs0Bkk4,4,4,0.25,-0.6908652223480855
1.0,1.5,1.0,R_6FsUQnzEYAQwtwa,0,4,0.25,-0.6943405909235205
1.0,1.5,1.0,R_6FsUQnzEYAQwtwa,1,4,0.5,-0.691971743154395
1.0,1.5,1.0,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6873533155189783
1.0,1.5,1.0,R_6FsUQnzEYAQwtwa,3,4,0.25,-0.7023719483629256
1.0,1.5,1.0,R_6FsUQnzEYAQwtwa,4,4,0.25,-0.6925148676824608
1.0,1.5,1.0,R_5pX1jjp1Yu1RSN7,0,4,0.75,-0.6830401416664608
1.0,1.5,1.0,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.6825205792995392
1.0,1.5,1.0,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.679914218562585
1.0,1.5,1.0,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6928702334546741
1.0,1.5,1.0,R_5pX1jjp1Yu1RSN7,4,4,0.0,-0.7062326374558829
1.0,1.5,1.0,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.6700040061829959
1.0,1.5,1.0,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.6796609062124978
1.0,1.5,1.0,R_5DY1mtPtJpWz8WC,2,5,1.0,-0.682717590505435
1.0,1.5,1.0,R_5DY1mtPtJpWz8WC,3,5,1.0,-0.6799139550654882
1.0,1.5,1.0,R_1PN3SGDWOMibPAh,0,4,0.5,-0.6905852772509155
1.0,1.5,1.0,R_1PN3SGDWOMibPAh,1,4,0.75,-0.6907631548845103
1.0,1.5,1.0,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6860735869996128
1.0,1.5,1.0,R_1PN3SGDWOMibPAh,3,4,0.75,-0.6836269181567797
1.0,1.5,1.0,R_1PN3SGDWOMibPAh,4,4,0.5,-0.690035153058466
1.0,1.5,1.0,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.68642286219778
1.0,1.5,1.0,R_3SrBXsc2uYrsSZz,1,4,0.75,-0.6935495087888085
1.0,1.5,1.0,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.6945009449527731
1.0,1.5,1.0,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.683864979662868
1.0,1.5,1.0,R_3SrBXsc2uYrsSZz,4,4,0.75,-0.6860278237233326
1.0,1.5,1.0,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.6761654702847925
1.0,1.5,1.0,R_7rNeEq8TvAxjqdL,1,4,0.5,-0.6884446117706429
1.0,1.5,1.0,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.6818728864813944
1.0,1.5,1.0,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6913763457511659
1.0,1.5,1.0,R_7rNeEq8TvAxjqdL,4,4,1.0,-0.6805241872941302
1.0,1.5,1.0,R_7QAkOtO6FETwKSv,0,4,0.25,-0.700588592269938
1.0,1.5,1.0,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6906390001805419
