lambda,scale,alpha,qualtrics_id,fold,n_test,test_acc,test_ll
0.1,1.25,1.0,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.7104156652115623
0.1,1.25,1.0,R_70kbQcqJL4Tkq6B,1,4,0.75,-0.6575570347176787
0.1,1.25,1.0,R_70kbQcqJL4Tkq6B,2,4,0.75,-0.6653529529204664
0.1,1.25,1.0,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6438993856527705
0.1,1.25,1.0,R_70kbQcqJL4Tkq6B,4,4,0.5,-0.6598978859828496
0.1,1.25,1.0,R_6rftRMhNP0o6boD,0,4,1.0,-0.6309861365938068
0.1,1.25,1.0,R_6rftRMhNP0o6boD,1,4,0.5,-0.7114563493753925
0.1,1.25,1.0,R_6rftRMhNP0o6boD,2,4,0.25,-0.7202789109796583
0.1,1.25,1.0,R_6rftRMhNP0o6boD,3,4,0.75,-0.6606633928366862
0.1,1.25,1.0,R_6rftRMhNP0o6boD,4,4,0.75,-0.6734295275809551
0.1,1.25,1.0,R_6jv2PrGBJcO4of6,0,4,0.75,-0.6426723416054497
0.1,1.25,1.0,R_6jv2PrGBJcO4of6,1,4,0.75,-0.708159291463188
0.1,1.25,1.0,R_6jv2PrGBJcO4of6,2,4,0.5,-0.7152121526513447
0.1,1.25,1.0,R_6jv2PrGBJcO4of6,3,4,0.5,-0.6799941812269229
0.1,1.25,1.0,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7672523061723572
0.1,1.25,1.0,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.6092096691810909
0.1,1.25,1.0,R_1dHqTtKKq3yQvmX,1,4,0.75,-0.5823166095620678
0.1,1.25,1.0,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6237057211733026
0.1,1.25,1.0,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.632286413469233
0.1,1.25,1.0,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.5967880533813097
0.1,1.25,1.0,R_1P81VK8fH860C4V,0,4,1.0,-0.6215042124318771
0.1,1.25,1.0,R_1P81VK8fH860C4V,1,4,0.75,-0.6187761877112501
0.1,1.25,1.0,R_1P81VK8fH860C4V,2,4,0.75,-0.5989666734610488
0.1,1.25,1.0,R_1P81VK8fH860C4V,3,4,0.5,-0.6745108107207318
0.1,1.25,1.0,R_1P81VK8fH860C4V,4,4,0.75,-0.6252943514237771
0.1,1.25,1.0,R_7go085j249AymBb,0,4,0.75,-0.6353199179751641
0.1,1.25,1.0,R_7go085j249AymBb,1,4,1.0,-0.6103110360856471
0.1,1.25,1.0,R_7go085j249AymBb,2,4,1.0,-0.6121557368627394
0.1,1.25,1.0,R_7go085j249AymBb,3,4,0.75,-0.6133641985568085
0.1,1.25,1.0,R_7go085j249AymBb,4,4,0.5,-0.6962667116297054
0.1,1.25,1.0,R_6xzSCFMWRhzZIRg,0,4,0.75,-0.6603455419318686
0.1,1.25,1.0,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6283047099172895
0.1,1.25,1.0,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.6557348965515969
0.1,1.25,1.0,R_6xzSCFMWRhzZIRg,3,4,0.25,-0.7246049537945813
0.1,1.25,1.0,R_6xzSCFMWRhzZIRg,4,4,0.5,-0.6527180158031748
0.1,1.25,1.0,R_5EychZPB1u00qZH,0,4,0.75,-0.6412262656466118
0.1,1.25,1.0,R_5EychZPB1u00qZH,1,4,0.75,-0.6353245469639996
0.1,1.25,1.0,R_5EychZPB1u00qZH,2,4,1.0,-0.640673888082895
0.1,1.25,1.0,R_5EychZPB1u00qZH,3,4,1.0,-0.6238555392596984
0.1,1.25,1.0,R_5EychZPB1u00qZH,4,4,0.25,-0.7026849657665557
0.1,1.25,1.0,R_59glCvaBnt5WTU6,0,4,0.5,-0.7108548746577721
0.1,1.25,1.0,R_59glCvaBnt5WTU6,1,4,0.75,-0.6509275511120185
0.1,1.25,1.0,R_59glCvaBnt5WTU6,2,4,1.0,-0.6470213407695465
0.1,1.25,1.0,R_59glCvaBnt5WTU6,3,4,0.5,-0.651104462683616
0.1,1.25,1.0,R_59glCvaBnt5WTU6,4,4,0.5,-0.6840629583818814
0.1,1.25,1.0,R_1nBL27EvLs0Bkk4,0,4,0.75,-0.6410095780952104
0.1,1.25,1.0,R_1nBL27EvLs0Bkk4,1,4,0.5,-0.7333386221286302
0.1,1.25,1.0,R_1nBL27EvLs0Bkk4,2,4,0.75,-0.6625076261318872
0.1,1.25,1.0,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6721974676442648
0.1,1.25,1.0,R_1nBL27EvLs0Bkk4,4,4,0.75,-0.6632177422838196
0.1,1.25,1.0,R_6FsUQnzEYAQwtwa,0,4,0.75,-0.6866724888878379
0.1,1.25,1.0,R_6FsUQnzEYAQwtwa,1,4,0.5,-0.6886511925569168
0.1,1.25,1.0,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6576846383548379
0.1,1.25,1.0,R_6FsUQnzEYAQwtwa,3,4,0.25,-0.7455942290353734
0.1,1.25,1.0,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6755023568808736
0.1,1.25,1.0,R_5pX1jjp1Yu1RSN7,0,4,0.75,-0.6329691935335405
0.1,1.25,1.0,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.6277636334771575
0.1,1.25,1.0,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.616836740079591
0.1,1.25,1.0,R_5pX1jjp1Yu1RSN7,3,4,0.5,-0.6885553490582068
0.1,1.25,1.0,R_5pX1jjp1Yu1RSN7,4,4,0.0,-0.773174289451402
0.1,1.25,1.0,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.5489118849891753
0.1,1.25,1.0,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.6106899302472504
0.1,1.25,1.0,R_5DY1mtPtJpWz8WC,2,5,1.0,-0.6342145829381635
0.1,1.25,1.0,R_5DY1mtPtJpWz8WC,3,5,1.0,-0.6009624379923371
0.1,1.25,1.0,R_1PN3SGDWOMibPAh,0,4,0.75,-0.6594418565373059
0.1,1.25,1.0,R_1PN3SGDWOMibPAh,1,4,0.75,-0.684804688193804
0.1,1.25,1.0,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6524558479297308
0.1,1.25,1.0,R_1PN3SGDWOMibPAh,3,4,0.75,-0.6299255209317542
0.1,1.25,1.0,R_1PN3SGDWOMibPAh,4,4,0.75,-0.6632835706934936
0.1,1.25,1.0,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6551868281216866
0.1,1.25,1.0,R_3SrBXsc2uYrsSZz,1,4,0.75,-0.6954394888752337
0.1,1.25,1.0,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.7036311575695638
0.1,1.25,1.0,R_3SrBXsc2uYrsSZz,3,4,0.75,-0.6255896254922919
0.1,1.25,1.0,R_3SrBXsc2uYrsSZz,4,4,0.75,-0.6473522284403659
0.1,1.25,1.0,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.5861996596940492
0.1,1.25,1.0,R_7rNeEq8TvAxjqdL,1,4,0.5,-0.6628565887326879
0.1,1.25,1.0,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.596455147373047
0.1,1.25,1.0,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6841645198487639
0.1,1.25,1.0,R_7rNeEq8TvAxjqdL,4,4,1.0,-0.6142746482569724
0.1,1.25,1.0,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7423294067271683
0.1,1.25,1.0,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6700870019473969
0.1,1.25,1.0,R_7QAkOtO6FETwKSv,2,4,0.5,-0.7303434642064046
0.1,1.25,1.0,R_7QAkOtO6FETwKSv,3,4,0.5,-0.6902977687153913
0.1,1.25,1.0,R_7QAkOtO6FETwKSv,4,4,0.75,-0.693822326008638
0.1,1.5,0.0,R_5EfMjMbx1z8Kvhl,0,4,0.75,-0.6690497697657384
0.1,1.5,0.0,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6489300153036044
0.1,1.5,0.0,R_5EfMjMbx1z8Kvhl,2,4,0.5,-0.6805624892067358
0.1,1.5,0.0,R_5EfMjMbx1z8Kvhl,3,4,1.0,-0.6326788751392974
0.1,1.5,0.0,R_5EfMjMbx1z8Kvhl,4,4,0.75,-0.6187023790884283
0.1,1.5,0.0,R_56aT1YjmRtKACUH,0,4,0.75,-0.6760597102590383
0.1,1.5,0.0,R_56aT1YjmRtKACUH,1,4,0.5,-0.7284639664965202
0.1,1.5,0.0,R_56aT1YjmRtKACUH,2,4,0.75,-0.6720202456004825
0.1,1.5,0.0,R_56aT1YjmRtKACUH,3,4,0.75,-0.6713697822085047
0.1,1.5,0.0,R_56aT1YjmRtKACUH,4,4,0.5,-0.6863041428724548
0.1,1.5,0.0,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.6390091249790861
0.1,1.5,0.0,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7280246363316086
0.1,1.5,0.0,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.6921004881710684
0.1,1.5,0.0,R_3HS2lsaEfcZSuXu,3,4,0.75,-0.6481098903634152
0.1,1.5,0.0,R_3HS2lsaEfcZSuXu,4,4,0.75,-0.6406564114059378
0.1,1.5,0.0,R_6HoVfVJSFl7IrlL,0,4,0.5,-0.687004629435318
0.1,1.5,0.0,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6330891547931781
0.1,1.5,0.0,R_6HoVfVJSFl7IrlL,2,4,0.5,-0.7162331737507979
0.1,1.5,0.0,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6513830607368275
0.1,1.5,0.0,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6363097901397792
0.1,1.5,0.0,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.7213992620734357
0.1,1.5,0.0,R_5Q5TZ5csoblHSvA,1,4,0.5,-0.6867633892433183
0.1,1.5,0.0,R_5Q5TZ5csoblHSvA,2,4,0.75,-0.6748764809877468
0.1,1.5,0.0,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.7030001486570092
0.1,1.5,0.0,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6784786955304004
0.1,1.5,0.0,R_18H831wJaDlPwgg,0,4,0.5,-0.6659166906191125
0.1,1.5,0.0,R_18H831wJaDlPwgg,1,4,1.0,-0.5909053048824597
0.1,1.5,0.0,R_18H831wJaDlPwgg,2,4,0.75,-0.618775560293315
0.1,1.5,0.0,R_18H831wJaDlPwgg,3,4,1.0,-0.532669107623845
0.1,1.5,0.0,R_18H831wJaDlPwgg,4,4,1.0,-0.5627674014847812
0.1,1.5,0.0,R_12mMAseFwoOpgqC,0,4,0.5,-0.6584425735919281
0.1,1.5,0.0,R_12mMAseFwoOpgqC,1,4,0.5,-0.6613978879974121
0.1,1.5,0.0,R_12mMAseFwoOpgqC,2,4,0.5,-0.7055040467407289
0.1,1.5,0.0,R_12mMAseFwoOpgqC,3,4,0.5,-0.6857461432537699
0.1,1.5,0.0,R_12mMAseFwoOpgqC,4,4,0.5,-0.653455100725864
0.1,1.5,0.0,R_7ojvA7NDI10RoKR,0,5,0.6,-0.644687296028325
0.1,1.5,0.0,R_7ojvA7NDI10RoKR,1,5,0.8,-0.6239789008849709
0.1,1.5,0.0,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6386509982771922
0.1,1.5,0.0,R_7ojvA7NDI10RoKR,3,5,1.0,-0.6033156369117456
0.1,1.5,0.0,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.7489879947951732
0.1,1.5,0.0,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6999600860121296
0.1,1.5,0.0,R_5gbXjT8uFYXCo7E,2,4,0.5,-0.6842165619144505
0.1,1.5,0.0,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6762529922507854
0.1,1.5,0.0,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.6840209073419194
0.1,1.5,0.0,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.6923881503784153
0.1,1.5,0.0,R_7f9o7q4AZOoP4ot,1,4,0.25,-0.7309095831526293
0.1,1.5,0.0,R_7f9o7q4AZOoP4ot,2,4,0.0,-0.7176153749486046
0.1,1.5,0.0,R_7f9o7q4AZOoP4ot,3,4,0.25,-0.7179318948947019
0.1,1.5,0.0,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7381424690255416
0.1,1.5,0.0,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.7020294105404322
0.1,1.5,0.0,R_1WHYlcDjJDcnUfD,1,4,0.75,-0.6811588538940145
0.1,1.5,0.0,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6882466607465721
0.1,1.5,0.0,R_1WHYlcDjJDcnUfD,3,4,0.25,-0.7181625540420796
0.1,1.5,0.0,R_1WHYlcDjJDcnUfD,4,4,0.5,-0.7003422798286053
0.1,1.5,0.0,R_6Q0gBjey6IdfZpf,0,4,0.75,-0.6383621060718956
0.1,1.5,0.0,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6381214486564442
0.1,1.5,0.0,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6408789930599262
0.1,1.5,0.0,R_6Q0gBjey6IdfZpf,3,4,0.5,-0.6611171717574724
0.1,1.5,0.0,R_6Q0gBjey6IdfZpf,4,4,0.5,-0.6341734697261591
0.1,1.5,0.0,R_1wzohnjOPhN82Wd,0,4,0.75,-0.6442805726134847
0.1,1.5,0.0,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6351369020111695
0.1,1.5,0.0,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6251971771898956
0.1,1.5,0.0,R_1wzohnjOPhN82Wd,3,4,0.75,-0.6310393973096504
0.1,1.5,0.0,R_1wzohnjOPhN82Wd,4,4,0.25,-0.737756256666845
0.1,1.5,0.0,R_70kbQcqJL4Tkq6B,0,4,0.5,-0.7210312025215639
0.1,1.5,0.0,R_70kbQcqJL4Tkq6B,1,4,0.5,-0.7040129633570853
0.1,1.5,0.0,R_70kbQcqJL4Tkq6B,2,4,1.0,-0.620512425476378
0.1,1.5,0.0,R_70kbQcqJL4Tkq6B,3,4,0.75,-0.6484138582555132
0.1,1.5,0.0,R_70kbQcqJL4Tkq6B,4,4,0.75,-0.6183532819341312
0.1,1.5,0.0,R_6rftRMhNP0o6boD,0,4,0.25,-0.6817130949610767
0.1,1.5,0.0,R_6rftRMhNP0o6boD,1,4,0.5,-0.6847184503516766
0.1,1.5,0.0,R_6rftRMhNP0o6boD,2,4,0.5,-0.716950655245484
0.1,1.5,0.0,R_6rftRMhNP0o6boD,3,4,0.75,-0.6367735580471212
0.1,1.5,0.0,R_6rftRMhNP0o6boD,4,4,1.0,-0.6413380599743819
0.1,1.5,0.0,R_6jv2PrGBJcO4of6,0,4,1.0,-0.5871013456457655
0.1,1.5,0.0,R_6jv2PrGBJcO4of6,1,4,1.0,-0.624765807484391
0.1,1.5,0.0,R_6jv2PrGBJcO4of6,2,4,0.5,-0.6779637921329174
0.1,1.5,0.0,R_6jv2PrGBJcO4of6,3,4,0.75,-0.6404243818198068
0.1,1.5,0.0,R_6jv2PrGBJcO4of6,4,4,0.5,-0.7671041874585823
0.1,1.5,0.0,R_1dHqTtKKq3yQvmX,0,4,0.75,-0.5884245290142509
0.1,1.5,0.0,R_1dHqTtKKq3yQvmX,1,4,0.5,-0.6141414164378338
0.1,1.5,0.0,R_1dHqTtKKq3yQvmX,2,4,0.75,-0.6228293607737757
0.1,1.5,0.0,R_1dHqTtKKq3yQvmX,3,4,0.75,-0.6430505389814166
0.1,1.5,0.0,R_1dHqTtKKq3yQvmX,4,4,0.75,-0.568889906209742
0.1,1.5,0.0,R_1P81VK8fH860C4V,0,4,1.0,-0.6320534606372364
0.1,1.5,0.0,R_1P81VK8fH860C4V,1,4,1.0,-0.5810904556807478
0.1,1.5,0.0,R_1P81VK8fH860C4V,2,4,0.75,-0.6375026422375213
0.1,1.5,0.0,R_1P81VK8fH860C4V,3,4,0.5,-0.6892493221309216
0.1,1.5,0.0,R_1P81VK8fH860C4V,4,4,1.0,-0.5845832956279087
0.1,1.5,0.0,R_7go085j249AymBb,0,4,0.5,-0.6377386243264204
0.1,1.5,0.0,R_7go085j249AymBb,1,4,0.75,-0.6272488082716494
0.1,1.5,0.0,R_7go085j249AymBb,2,4,1.0,-0.6164473897443322
0.1,1.5,0.0,R_7go085j249AymBb,3,4,0.75,-0.6417301404669078
0.1,1.5,0.0,R_7go085j249AymBb,4,4,0.5,-0.6995905934002109
0.1,1.5,0.0,R_6xzSCFMWRhzZIRg,0,4,0.25,-0.6806120485086579
0.1,1.5,0.0,R_6xzSCFMWRhzZIRg,1,4,0.75,-0.6657770266558518
0.1,1.5,0.0,R_6xzSCFMWRhzZIRg,2,4,0.75,-0.666167520828267
0.1,1.5,0.0,R_6xzSCFMWRhzZIRg,3,4,1.0,-0.632037145754297
0.1,1.5,0.0,R_6xzSCFMWRhzZIRg,4,4,0.75,-0.6715645960345215
0.1,1.5,0.0,R_5EychZPB1u00qZH,0,4,0.75,-0.6027525065375088
0.1,1.5,0.0,R_5EychZPB1u00qZH,1,4,0.5,-0.6539857928783323
0.1,1.5,0.0,R_5EychZPB1u00qZH,2,4,1.0,-0.6244102006751236
0.1,1.5,0.0,R_5EychZPB1u00qZH,3,4,0.75,-0.6083998890873502
0.1,1.5,0.0,R_5EychZPB1u00qZH,4,4,0.25,-0.7173349113804457
0.1,1.5,0.0,R_59glCvaBnt5WTU6,0,4,0.5,-0.7005517878582628
0.1,1.5,0.0,R_59glCvaBnt5WTU6,1,4,0.75,-0.6371985964793734
0.1,1.5,0.0,R_59glCvaBnt5WTU6,2,4,1.0,-0.6293528733806498
0.1,1.5,0.0,R_59glCvaBnt5WTU6,3,4,0.75,-0.647264742379899
0.1,1.5,0.0,R_59glCvaBnt5WTU6,4,4,0.75,-0.664229879960688
0.1,1.5,0.0,R_1nBL27EvLs0Bkk4,0,4,0.5,-0.6474606734560461
0.1,1.5,0.0,R_1nBL27EvLs0Bkk4,1,4,0.75,-0.7381906708855337
0.1,1.5,0.0,R_1nBL27EvLs0Bkk4,2,4,0.75,-0.6257358674571043
0.1,1.5,0.0,R_1nBL27EvLs0Bkk4,3,4,0.75,-0.6588786237720571
0.1,1.5,0.0,R_1nBL27EvLs0Bkk4,4,4,1.0,-0.6024453427424122
0.1,1.5,0.0,R_6FsUQnzEYAQwtwa,0,4,0.75,-0.6691619202535557
0.1,1.5,0.0,R_6FsUQnzEYAQwtwa,1,4,0.5,-0.6887528868069457
0.1,1.5,0.0,R_6FsUQnzEYAQwtwa,2,4,0.75,-0.6791043421147219
0.1,1.5,0.0,R_6FsUQnzEYAQwtwa,3,4,0.75,-0.6862062948997303
0.1,1.5,0.0,R_6FsUQnzEYAQwtwa,4,4,0.5,-0.6655691443510987
0.1,1.5,0.0,R_5pX1jjp1Yu1RSN7,0,4,1.0,-0.6142789990644308
0.1,1.5,0.0,R_5pX1jjp1Yu1RSN7,1,4,0.75,-0.61134504571567
0.1,1.5,0.0,R_5pX1jjp1Yu1RSN7,2,4,0.75,-0.6157373691238149
0.1,1.5,0.0,R_5pX1jjp1Yu1RSN7,3,4,0.75,-0.6352894957349375
0.1,1.5,0.0,R_5pX1jjp1Yu1RSN7,4,4,0.25,-0.79009844872308
0.1,1.5,0.0,R_5DY1mtPtJpWz8WC,0,5,1.0,-0.5275588025349978
0.1,1.5,0.0,R_5DY1mtPtJpWz8WC,1,5,0.8,-0.5945025067065389
0.1,1.5,0.0,R_5DY1mtPtJpWz8WC,2,5,0.8,-0.62268059461537
0.1,1.5,0.0,R_5DY1mtPtJpWz8WC,3,5,0.6,-0.5621577579787022
0.1,1.5,0.0,R_1PN3SGDWOMibPAh,0,4,1.0,-0.6313406710751106
0.1,1.5,0.0,R_1PN3SGDWOMibPAh,1,4,0.5,-0.7237420298532584
0.1,1.5,0.0,R_1PN3SGDWOMibPAh,2,4,0.75,-0.6736166861242116
0.1,1.5,0.0,R_1PN3SGDWOMibPAh,3,4,0.5,-0.6619736693335266
0.1,1.5,0.0,R_1PN3SGDWOMibPAh,4,4,1.0,-0.6397275125541257
0.1,1.5,0.0,R_3SrBXsc2uYrsSZz,0,4,0.75,-0.6486435780369775
0.1,1.5,0.0,R_3SrBXsc2uYrsSZz,1,4,0.5,-0.6983105728321987
0.1,1.5,0.0,R_3SrBXsc2uYrsSZz,2,4,0.5,-0.7165469015811083
0.1,1.5,0.0,R_3SrBXsc2uYrsSZz,3,4,1.0,-0.6199871541457393
0.1,1.5,0.0,R_3SrBXsc2uYrsSZz,4,4,1.0,-0.6261989382135955
0.1,1.5,0.0,R_7rNeEq8TvAxjqdL,0,4,0.75,-0.604346271705741
0.1,1.5,0.0,R_7rNeEq8TvAxjqdL,1,4,0.75,-0.6104229674221227
0.1,1.5,0.0,R_7rNeEq8TvAxjqdL,2,4,1.0,-0.5855442527843986
0.1,1.5,0.0,R_7rNeEq8TvAxjqdL,3,4,0.5,-0.6797833526404998
0.1,1.5,0.0,R_7rNeEq8TvAxjqdL,4,4,0.75,-0.6266330638672335
0.1,1.5,0.0,R_7QAkOtO6FETwKSv,0,4,0.5,-0.7365096483087076
0.1,1.5,0.0,R_7QAkOtO6FETwKSv,1,4,0.75,-0.6727507803667194
0.1,1.5,0.0,R_7QAkOtO6FETwKSv,2,4,0.5,-0.7215265472288236
0.1,1.5,0.0,R_7QAkOtO6FETwKSv,3,4,0.5,-0.6966457815763081
0.1,1.5,0.0,R_7QAkOtO6FETwKSv,4,4,0.5,-0.7010564721551261
0.1,1.5,0.25,R_5EfMjMbx1z8Kvhl,0,4,0.5,-0.6899574850547079
0.1,1.5,0.25,R_5EfMjMbx1z8Kvhl,1,4,0.75,-0.6666836219224521
0.1,1.5,0.25,R_5EfMjMbx1z8Kvhl,2,4,0.75,-0.6735425569817851
0.1,1.5,0.25,R_5EfMjMbx1z8Kvhl,3,4,1.0,-0.6391286568933533
0.1,1.5,0.25,R_5EfMjMbx1z8Kvhl,4,4,0.75,-0.6422840623226352
0.1,1.5,0.25,R_56aT1YjmRtKACUH,0,4,0.75,-0.6668598292159669
0.1,1.5,0.25,R_56aT1YjmRtKACUH,1,4,0.5,-0.7274948444510408
0.1,1.5,0.25,R_56aT1YjmRtKACUH,2,4,0.5,-0.6796191401659266
0.1,1.5,0.25,R_56aT1YjmRtKACUH,3,4,0.5,-0.6760739222282715
0.1,1.5,0.25,R_56aT1YjmRtKACUH,4,4,0.5,-0.6928276698178819
0.1,1.5,0.25,R_3HS2lsaEfcZSuXu,0,4,0.75,-0.647697571808977
0.1,1.5,0.25,R_3HS2lsaEfcZSuXu,1,4,0.5,-0.7351800293193542
0.1,1.5,0.25,R_3HS2lsaEfcZSuXu,2,4,0.5,-0.69591638053922
0.1,1.5,0.25,R_3HS2lsaEfcZSuXu,3,4,0.75,-0.6472796270366179
0.1,1.5,0.25,R_3HS2lsaEfcZSuXu,4,4,1.0,-0.6395522348037586
0.1,1.5,0.25,R_6HoVfVJSFl7IrlL,0,4,0.5,-0.6831389931114867
0.1,1.5,0.25,R_6HoVfVJSFl7IrlL,1,4,0.75,-0.6460526332905199
0.1,1.5,0.25,R_6HoVfVJSFl7IrlL,2,4,0.75,-0.7133868180209673
0.1,1.5,0.25,R_6HoVfVJSFl7IrlL,3,4,1.0,-0.6538495647091851
0.1,1.5,0.25,R_6HoVfVJSFl7IrlL,4,4,0.75,-0.6472581536238681
0.1,1.5,0.25,R_5Q5TZ5csoblHSvA,0,4,0.25,-0.7163439662180087
0.1,1.5,0.25,R_5Q5TZ5csoblHSvA,1,4,0.5,-0.6898287596724448
0.1,1.5,0.25,R_5Q5TZ5csoblHSvA,2,4,0.75,-0.6909274549289093
0.1,1.5,0.25,R_5Q5TZ5csoblHSvA,3,4,0.25,-0.7029324813479989
0.1,1.5,0.25,R_5Q5TZ5csoblHSvA,4,4,0.5,-0.6869531526658635
0.1,1.5,0.25,R_18H831wJaDlPwgg,0,4,0.5,-0.6767141155487781
0.1,1.5,0.25,R_18H831wJaDlPwgg,1,4,1.0,-0.5935467249003361
0.1,1.5,0.25,R_18H831wJaDlPwgg,2,4,0.5,-0.6205256192400708
0.1,1.5,0.25,R_18H831wJaDlPwgg,3,4,1.0,-0.5588028151698057
0.1,1.5,0.25,R_18H831wJaDlPwgg,4,4,1.0,-0.5726308080225675
0.1,1.5,0.25,R_12mMAseFwoOpgqC,0,4,0.5,-0.6744681858396722
0.1,1.5,0.25,R_12mMAseFwoOpgqC,1,4,0.5,-0.6559008306868982
0.1,1.5,0.25,R_12mMAseFwoOpgqC,2,4,0.25,-0.7073618976716185
0.1,1.5,0.25,R_12mMAseFwoOpgqC,3,4,0.5,-0.6876839881241636
0.1,1.5,0.25,R_12mMAseFwoOpgqC,4,4,0.75,-0.6608175076833859
0.1,1.5,0.25,R_7ojvA7NDI10RoKR,0,5,0.6,-0.6419816310054566
0.1,1.5,0.25,R_7ojvA7NDI10RoKR,1,5,1.0,-0.629317580958688
0.1,1.5,0.25,R_7ojvA7NDI10RoKR,2,5,0.8,-0.6462367643733447
0.1,1.5,0.25,R_7ojvA7NDI10RoKR,3,5,0.8,-0.6259158119053254
0.1,1.5,0.25,R_5gbXjT8uFYXCo7E,0,4,0.25,-0.7313749095294795
0.1,1.5,0.25,R_5gbXjT8uFYXCo7E,1,4,0.5,-0.6876957037758343
0.1,1.5,0.25,R_5gbXjT8uFYXCo7E,2,4,0.75,-0.6779382379550639
0.1,1.5,0.25,R_5gbXjT8uFYXCo7E,3,4,0.75,-0.6730369761106683
0.1,1.5,0.25,R_5gbXjT8uFYXCo7E,4,4,0.75,-0.666049284265398
0.1,1.5,0.25,R_7f9o7q4AZOoP4ot,0,4,0.5,-0.7034560577705362
0.1,1.5,0.25,R_7f9o7q4AZOoP4ot,1,4,0.5,-0.7339977511027145
0.1,1.5,0.25,R_7f9o7q4AZOoP4ot,2,4,0.25,-0.7164179376256022
0.1,1.5,0.25,R_7f9o7q4AZOoP4ot,3,4,0.25,-0.7173683955348711
0.1,1.5,0.25,R_7f9o7q4AZOoP4ot,4,4,0.25,-0.7490761303822703
0.1,1.5,0.25,R_1WHYlcDjJDcnUfD,0,4,0.5,-0.7010763194399776
0.1,1.5,0.25,R_1WHYlcDjJDcnUfD,1,4,0.75,-0.6898169272918786
0.1,1.5,0.25,R_1WHYlcDjJDcnUfD,2,4,0.75,-0.6853595816306306
0.1,1.5,0.25,R_1WHYlcDjJDcnUfD,3,4,0.0,-0.7223266519606555
0.1,1.5,0.25,R_1WHYlcDjJDcnUfD,4,4,0.75,-0.6874752147661731
0.1,1.5,0.25,R_6Q0gBjey6IdfZpf,0,4,0.75,-0.6501493885664484
0.1,1.5,0.25,R_6Q0gBjey6IdfZpf,1,4,1.0,-0.6348526702748821
0.1,1.5,0.25,R_6Q0gBjey6IdfZpf,2,4,0.75,-0.6374824276013604
0.1,1.5,0.25,R_6Q0gBjey6IdfZpf,3,4,0.75,-0.6697348532740318
0.1,1.5,0.25,R_6Q0gBjey6IdfZpf,4,4,0.75,-0.6354288342131132
0.1,1.5,0.25,R_1wzohnjOPhN82Wd,0,4,0.75,-0.658575564675312
0.1,1.5,0.25,R_1wzohnjOPhN82Wd,1,4,0.75,-0.6394601288798288
0.1,1.5,0.25,R_1wzohnjOPhN82Wd,2,4,0.75,-0.6102510448852181
0.1,1.5,0.25,R_1wzohnjOPhN82Wd,3,4,1.0,-0.6262633658989628
0.1,1.5,0.25,R_1wzohnjOPhN82Wd,4,4,0.5,-0.7166316884599657
