user_id,condition,n_trials,rating_partial_vs_standard,test_acc_standard,test_ll_standard,spearman_standard,topn_sign_standard,topn_overlap_standard,combined_standard,test_acc_projected,test_ll_projected,spearman_projected,topn_sign_projected,topn_overlap_projected,combined_projected,test_acc_partial,test_ll_partial,spearman_partial,topn_sign_partial,topn_overlap_partial,combined_partial,test_acc_blend,test_ll_blend,spearman_blend,topn_sign_blend,topn_overlap_blend,combined_blend
3,inference_affirm,20,0.6371372012713343,0.73,-0.6826252084166452,0.30134064447410064,0.3,0.4,-0.04932967776294969,0.77,-0.5218906798729575,0.3030774781598303,0.3,0.4,-0.04846126092008485,0.775,-0.49577984151187837,0.32652473291718115,0.4,0.5,0.0632623664585906,0.775,-0.49577984151187837,0.32652473291718115,0.4,0.5,0.0632623664585906
3,inference_categories,20,0.6018449413741195,0.72,-0.6826357134935848,0.4698135119898803,0.3,0.3,0.03490675599494014,0.81,-0.49712484501686505,0.49412918359009594,0.3,0.3,0.04706459179504796,0.795,-0.49822425780217194,0.4350768382752866,0.4,0.4,0.11753841913764332,0.795,-0.49822425780217194,0.4350768382752866,0.4,0.4,0.11753841913764332
4,choice_only,20,0.6634946208214075,0.63,-0.6859241709255354,0.3883014510080279,0.5,0.5,0.19415072550401394,0.745,-0.5359393830489796,0.4598640957412414,0.6,0.6,0.3299320478706207,0.745,-0.5359393830489796,0.4598640957412414,0.6,0.6,0.3299320478706207,0.745,-0.5359393830489796,0.4598640957412414,0.6,0.6,0.3299320478706207
4,inference_affirm,20,0.4367407109461001,0.67,-0.6844461083064627,0.5513287777671236,0.6,0.6,0.3756643888835618,0.82,-0.49887241039706537,0.5949438807702063,0.6,0.5,0.39747194038510314,0.705,-0.5190642470037747,0.6495686214245527,0.5,0.5,0.32478431071227637,0.705,-0.5190642470037747,0.6495686214245527,0.5,0.5,0.32478431071227637
4,inference_categories,20,0.5895360338747888,0.655,-0.6866840270907005,0.49712748471474894,0.4,0.4,0.1485637423573745,0.745,-0.5345662376137855,0.5720777102637359,0.5,0.5,0.28603885513186794,0.7,-0.5527893705872312,0.6419465645890625,0.4,0.4,0.22097328229453128,0.7,-0.5527893705872312,0.6419465645890625,0.4,0.4,0.22097328229453128
5,choice_only,20,0.6587214482457191,0.765,-0.6831032206192574,0.4545566131960327,0.5,0.3,0.22727830659801634,0.805,-0.48816201441307633,0.5175973113765044,0.6,0.4,0.3587986556882522,0.805,-0.48816201441307633,0.5175973113765044,0.6,0.4,0.3587986556882522,0.805,-0.48816201441307633,0.5175973113765044,0.6,0.4,0.3587986556882522
5,inference_affirm,20,0.7785333283808368,0.76,-0.681251529382707,0.4777821335783118,0.4,0.2,0.13889106678915591,0.745,-0.5195444161861361,0.508472999797752,0.6,0.4,0.35423649989887596,0.76,-0.5199753175594597,0.5806380095569761,0.6,0.4,0.390319004778488,0.76,-0.5199753175594597,0.5806380095569761,0.6,0.4,0.390319004778488
5,inference_categories,20,0.648864994736796,0.755,-0.681411035842631,0.35004177147577703,0.5,0.3,0.17502088573788852,0.775,-0.5141915189676601,0.35833660018373387,0.5,0.3,0.17916830009186693,0.78,-0.5166693674748261,0.39566332936953946,0.6,0.5,0.29783166468476974,0.78,-0.5166693674748261,0.39566332936953946,0.6,0.5,0.29783166468476974
6,choice_only,20,0.3857586250705496,0.71,-0.684638447084613,0.6723330536877258,0.6,0.6,0.43616652684386287,0.81,-0.48106569430633317,0.686262605905013,0.5,0.6,0.3431313029525065,0.81,-0.48106569430633317,0.686262605905013,0.5,0.6,0.3431313029525065,0.81,-0.48106569430633317,0.686262605905013,0.5,0.6,0.3431313029525065
6,inference_affirm,20,0.5600698568947413,0.75,-0.6855722201275105,0.6454025860676373,0.5,0.6,0.32270129303381867,0.82,-0.4810620865620106,0.7169076207830447,0.6,0.6,0.45845381039152233,0.735,-0.5111364879791571,0.7419808147741614,0.5,0.6,0.3709904073870807,0.735,-0.5111364879791571,0.7419808147741614,0.5,0.6,0.3709904073870807
6,inference_categories,20,0.30059769025703437,0.595,-0.6888614496563562,0.49867796937887954,0.5,0.5,0.24933898468943977,0.75,-0.5490646927333791,0.5655398200218579,0.5,0.6,0.28276991001092894,0.665,-0.6277597066773882,0.5608966359494287,0.3,0.5,0.08044831797471436,0.665,-0.6277597066773882,0.5608966359494287,0.3,0.5,0.08044831797471436
7,choice_only,20,0.47682915464778897,0.68,-0.6876578288962812,0.29965324684795175,0.4,0.5,0.049826623423975896,0.695,-0.5859659768021926,0.26255332104772916,0.4,0.4,0.0312766605238646,0.695,-0.5859659768021926,0.26255332104772916,0.4,0.4,0.0312766605238646,0.695,-0.5859659768021926,0.26255332104772916,0.4,0.4,0.0312766605238646
7,inference_affirm,20,0.5048411851783862,0.66,-0.688119448547718,0.36651465158681445,0.5,0.5,0.18325732579340723,0.695,-0.6033835340374136,0.4362298967718481,0.5,0.4,0.21811494838592405,0.665,-0.606289672434538,0.3742607899407071,0.5,0.5,0.18713039497035355,0.665,-0.606289672434538,0.3742607899407071,0.5,0.5,0.18713039497035355
7,inference_categories,20,0.6255680345514081,0.625,-0.6867528241453659,0.34531469398668724,0.4,0.5,0.07265734699334364,0.755,-0.5508463124223805,0.3962761305254546,0.4,0.5,0.09813806526272731,0.7,-0.563060495601395,0.35061468338671903,0.5,0.5,0.17530734169335951,0.7,-0.563060495601395,0.35061468338671903,0.5,0.5,0.17530734169335951
8,choice_only,20,0.6393075079865618,0.635,-0.6883709091777389,0.4590827255881226,0.5,0.3,0.2295413627940613,0.655,-0.5970724222649413,0.4880266452399131,0.6,0.3,0.34401332261995654,0.655,-0.5970724222649413,0.4880266452399131,0.6,0.3,0.34401332261995654,0.655,-0.5970724222649413,0.4880266452399131,0.6,0.3,0.34401332261995654
8,inference_affirm,20,0.8200326286035714,0.65,-0.688594164785992,0.44380676799412205,0.5,0.4,0.22190338399706103,0.67,-0.5893540964240934,0.49365462961665024,0.5,0.4,0.24682731480832512,0.665,-0.6116345275393634,0.6504341943971824,0.7,0.6,0.5252170971985912,0.665,-0.6116345275393634,0.6504341943971824,0.7,0.6,0.5252170971985912
8,inference_categories,20,0.6627018928791615,0.605,-0.6892325450134541,0.41968683495096326,0.7,0.6,0.4098434174754816,0.725,-0.5817551747666716,0.49445862738475554,0.6,0.6,0.34722931369237775,0.665,-0.6177899805134943,0.689830085034342,0.7,0.7,0.5449150425171709,0.665,-0.6177899805134943,0.689830085034342,0.7,0.7,0.5449150425171709
9,choice_only,20,0.4689629669785194,0.67,-0.6879690716111253,0.38143811519593523,0.1,0.2,-0.2092809424020324,0.665,-0.617216650053346,0.33171493232217936,0.1,0.2,-0.23414253383891034,0.665,-0.617216650053346,0.33171493232217936,0.1,0.2,-0.23414253383891034,0.665,-0.617216650053346,0.33171493232217936,0.1,0.2,-0.23414253383891034
9,inference_affirm,20,0.5293403935728157,0.49,-0.6921039218015995,0.4379726929839042,0.2,0.4,-0.0810136535080479,0.61,-0.6662907604170933,0.48497131789197473,0.2,0.4,-0.057514341054012624,0.58,-0.7180843039993693,0.48497131789197473,0.2,0.3,-0.057514341054012624,0.58,-0.7180843039993693,0.48497131789197473,0.2,0.3,-0.057514341054012624
9,inference_categories,20,0.6332017019939787,0.7,-0.6848709762067392,0.389611789092991,0.1,0.4,-0.20519410545350453,0.775,-0.5252045399719985,0.40527799739568116,0.2,0.5,-0.09736100130215941,0.72,-0.5567066423638225,0.4080025553613664,0.2,0.5,-0.09599872231931678,0.72,-0.5567066423638225,0.4080025553613664,0.2,0.5,-0.09599872231931678
10,choice_only,20,0.6770628788004259,0.695,-0.684950302534761,0.4907757706851738,0.5,0.6,0.2453878853425869,0.775,-0.49371672626336843,0.5868983763327446,0.6,0.7,0.39344918816637225,0.775,-0.49371672626336843,0.5868983763327446,0.6,0.7,0.39344918816637225,0.775,-0.49371672626336843,0.5868983763327446,0.6,0.7,0.39344918816637225
